kode,week,kabupaten,sex,periode_covid_Tgl Lahir,dosis,timely,untimely,total,ratio_timely,ratio_untimely,tanggal_awal_minggu,jenis_wilayah,week_shifted,periode_covid,month
2,2020-W51,KULON PROGO,Laki-laki,during_covid,dosis_3,2,3,5,40.0,60.0,2020-12-13,rural,154,during_covid,2020-12
2,2020-W51,KULON PROGO,Perempuan,during_covid,HB 0 & BCG,2,0,2,100.0,0.0,2020-12-13,rural,154,during_covid,2020-12
2,2020-W51,KULON PROGO,Perempuan,during_covid,MR 1 & 2,0,1,1,0.0,100.0,2020-12-13,rural,154,during_covid,2020-12
2,2020-W51,KULON PROGO,Perempuan,before_covid,booster,0,1,1,0.0,100.0,2020-12-13,rural,154,during_covid,2020-12
2,2020-W51,KULON PROGO,Perempuan,during_covid,dosis_3,4,0,4,100.0,0.0,2020-12-13,rural,154,during_covid,2020-12
2,2020-W51,SLEMAN,Laki-laki,during_covid,HB 0 & BCG,3,1,4,75.0,25.0,2020-12-13,urban,154,during_covid,2020-12
2,2020-W51,SLEMAN,Laki-laki,before_covid,MR 1 & 2,0,4,4,0.0,100.0,2020-12-13,urban,154,during_covid,2020-12
2,2020-W51,SLEMAN,Laki-laki,during_covid,MR 1 & 2,1,0,1,100.0,0.0,2020-12-13,urban,154,during_covid,2020-12
2,2020-W51,SLEMAN,Laki-laki,before_covid,booster,0,4,4,0.0,100.0,2020-12-13,urban,154,during_covid,2020-12
2,2020-W51,SLEMAN,Laki-laki,during_covid,dosis_1,12,6,18,66.66666666666666,33.33333333333333,2020-12-13,urban,154,during_covid,2020-12
2,2020-W51,SLEMAN,Laki-laki,during_covid,dosis_2,2,4,6,33.33333333333333,66.66666666666666,2020-12-13,urban,154,during_covid,2020-12
2,2020-W51,SLEMAN,Laki-laki,during_covid,dosis_3,4,3,7,57.14285714285714,42.857142857142854,2020-12-13,urban,154,during_covid,2020-12
2,2020-W51,SLEMAN,Perempuan,during_covid,HB 0 & BCG,4,0,4,100.0,0.0,2020-12-13,urban,154,during_covid,2020-12
2,2020-W51,SLEMAN,Perempuan,before_covid,MR 1 & 2,0,8,8,0.0,100.0,2020-12-13,urban,154,during_covid,2020-12
2,2020-W51,SLEMAN,Perempuan,during_covid,MR 1 & 2,1,1,2,50.0,50.0,2020-12-13,urban,154,during_covid,2020-12
2,2020-W51,SLEMAN,Perempuan,before_covid,booster,0,2,2,0.0,100.0,2020-12-13,urban,154,during_covid,2020-12
2,2020-W51,SLEMAN,Perempuan,during_covid,dosis_1,4,1,5,80.0,20.0,2020-12-13,urban,154,during_covid,2020-12
2,2020-W51,SLEMAN,Perempuan,during_covid,dosis_2,6,5,11,54.54545454545454,45.45454545454545,2020-12-13,urban,154,during_covid,2020-12
2,2020-W51,SLEMAN,Perempuan,during_covid,dosis_3,3,4,7,42.857142857142854,57.14285714285714,2020-12-13,urban,154,during_covid,2020-12
2,2020-W52,BANTUL,Laki-laki,before_covid,MR 1 & 2,0,12,12,0.0,100.0,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,BANTUL,Laki-laki,during_covid,MR 1 & 2,4,5,9,44.44444444444444,55.55555555555556,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,BANTUL,Laki-laki,before_covid,booster,0,7,7,0.0,100.0,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,BANTUL,Laki-laki,during_covid,dosis_1,51,4,55,92.72727272727272,7.2727272727272725,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,BANTUL,Laki-laki,before_covid,dosis_2,0,5,5,0.0,100.0,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,BANTUL,Laki-laki,during_covid,dosis_2,46,11,57,80.7017543859649,19.298245614035086,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,BANTUL,Laki-laki,before_covid,dosis_3,0,1,1,0.0,100.0,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,BANTUL,Laki-laki,during_covid,dosis_3,27,36,63,42.857142857142854,57.14285714285714,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,BANTUL,Perempuan,during_covid,HB 0 & BCG,3,1,4,75.0,25.0,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,BANTUL,Perempuan,before_covid,MR 1 & 2,0,18,18,0.0,100.0,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,BANTUL,Perempuan,during_covid,MR 1 & 2,2,7,9,22.22222222222222,77.77777777777779,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,BANTUL,Perempuan,before_covid,booster,0,18,18,0.0,100.0,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,BANTUL,Perempuan,during_covid,dosis_1,35,3,38,92.10526315789474,7.894736842105263,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,BANTUL,Perempuan,during_covid,dosis_2,16,12,28,57.14285714285714,42.857142857142854,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,BANTUL,Perempuan,before_covid,dosis_3,0,4,4,0.0,100.0,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,BANTUL,Perempuan,during_covid,dosis_3,22,24,46,47.82608695652174,52.17391304347826,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,GUNUNG KIDUL,unknown,during_covid,HB 0 & BCG,4,0,4,100.0,0.0,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,GUNUNG KIDUL,unknown,before_covid,booster,0,2,2,0.0,100.0,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,GUNUNG KIDUL,unknown,during_covid,dosis_1,2,4,6,33.33333333333333,66.66666666666666,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,GUNUNG KIDUL,unknown,during_covid,dosis_2,5,4,9,55.55555555555556,44.44444444444444,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,GUNUNG KIDUL,unknown,before_covid,dosis_3,0,5,5,0.0,100.0,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,GUNUNG KIDUL,unknown,during_covid,dosis_3,1,13,14,7.142857142857142,92.85714285714286,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,KOTA YOGYAKARTA,Laki-laki,during_covid,dosis_1,4,0,4,100.0,0.0,2020-12-20,urban,155,during_covid,2020-12
2,2020-W52,KOTA YOGYAKARTA,Laki-laki,during_covid,dosis_2,0,3,3,0.0,100.0,2020-12-20,urban,155,during_covid,2020-12
2,2020-W52,KOTA YOGYAKARTA,Perempuan,before_covid,MR 1 & 2,0,1,1,0.0,100.0,2020-12-20,urban,155,during_covid,2020-12
2,2020-W52,KOTA YOGYAKARTA,Perempuan,during_covid,dosis_1,2,0,2,100.0,0.0,2020-12-20,urban,155,during_covid,2020-12
2,2020-W52,KOTA YOGYAKARTA,Perempuan,during_covid,dosis_3,0,2,2,0.0,100.0,2020-12-20,urban,155,during_covid,2020-12
2,2020-W52,KULON PROGO,Laki-laki,during_covid,HB 0 & BCG,1,0,1,100.0,0.0,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,KULON PROGO,Laki-laki,during_covid,MR 1 & 2,0,1,1,0.0,100.0,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,KULON PROGO,Laki-laki,before_covid,booster,0,1,1,0.0,100.0,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,KULON PROGO,Laki-laki,before_covid,dosis_3,0,1,1,0.0,100.0,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,KULON PROGO,Perempuan,during_covid,MR 1 & 2,1,0,1,100.0,0.0,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,KULON PROGO,Perempuan,before_covid,booster,0,2,2,0.0,100.0,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,KULON PROGO,Perempuan,during_covid,dosis_2,2,0,2,100.0,0.0,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,KULON PROGO,Perempuan,during_covid,dosis_3,0,1,1,0.0,100.0,2020-12-20,rural,155,during_covid,2020-12
2,2020-W52,SLEMAN,Laki-laki,during_covid,HB 0 & BCG,3,0,3,100.0,0.0,2020-12-20,urban,155,during_covid,2020-12
2,2020-W52,SLEMAN,Laki-laki,before_covid,MR 1 & 2,0,1,1,0.0,100.0,2020-12-20,urban,155,during_covid,2020-12
2,2020-W52,SLEMAN,Laki-laki,during_covid,MR 1 & 2,0,1,1,0.0,100.0,2020-12-20,urban,155,during_covid,2020-12
2,2020-W52,SLEMAN,Laki-laki,before_covid,booster,0,1,1,0.0,100.0,2020-12-20,urban,155,during_covid,2020-12
2,2020-W52,SLEMAN,Laki-laki,during_covid,dosis_1,0,2,2,0.0,100.0,2020-12-20,urban,155,during_covid,2020-12
2,2020-W52,SLEMAN,Laki-laki,before_covid,dosis_2,0,1,1,0.0,100.0,2020-12-20,urban,155,during_covid,2020-12
2,2020-W52,SLEMAN,Laki-laki,during_covid,dosis_2,4,0,4,100.0,0.0,2020-12-20,urban,155,during_covid,2020-12
2,2020-W52,SLEMAN,Laki-laki,during_covid,dosis_3,0,7,7,0.0,100.0,2020-12-20,urban,155,during_covid,2020-12
2,2020-W52,SLEMAN,Perempuan,during_covid,HB 0 & BCG,1,1,2,50.0,50.0,2020-12-20,urban,155,during_covid,2020-12
2,2020-W52,SLEMAN,Perempuan,before_covid,MR 1 & 2,0,1,1,0.0,100.0,2020-12-20,urban,155,during_covid,2020-12
2,2020-W52,SLEMAN,Perempuan,before_covid,booster,0,3,3,0.0,100.0,2020-12-20,urban,155,during_covid,2020-12
2,2020-W52,SLEMAN,Perempuan,during_covid,dosis_1,2,2,4,50.0,50.0,2020-12-20,urban,155,during_covid,2020-12
2,2020-W52,SLEMAN,Perempuan,during_covid,dosis_2,2,0,2,100.0,0.0,2020-12-20,urban,155,during_covid,2020-12
2,2020-W52,SLEMAN,Perempuan,during_covid,dosis_3,2,1,3,66.66666666666666,33.33333333333333,2020-12-20,urban,155,during_covid,2020-12
2,2020-W53,BANTUL,Laki-laki,during_covid,HB 0 & BCG,1,0,1,100.0,0.0,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,BANTUL,Laki-laki,before_covid,MR 1 & 2,2,16,18,11.11111111111111,88.88888888888889,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,BANTUL,Laki-laki,during_covid,MR 1 & 2,10,11,21,47.61904761904761,52.38095238095239,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,BANTUL,Laki-laki,before_covid,booster,0,9,9,0.0,100.0,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,BANTUL,Laki-laki,during_covid,dosis_1,23,4,27,85.18518518518519,14.814814814814813,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,BANTUL,Laki-laki,during_covid,dosis_2,19,17,36,52.77777777777778,47.22222222222222,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,BANTUL,Laki-laki,before_covid,dosis_3,0,1,1,0.0,100.0,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,BANTUL,Laki-laki,during_covid,dosis_3,24,18,42,57.14285714285714,42.857142857142854,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,BANTUL,Perempuan,before_covid,MR 1 & 2,0,14,14,0.0,100.0,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,BANTUL,Perempuan,during_covid,MR 1 & 2,10,9,19,52.63157894736842,47.368421052631575,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,BANTUL,Perempuan,before_covid,booster,0,8,8,0.0,100.0,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,BANTUL,Perempuan,during_covid,dosis_1,14,15,29,48.275862068965516,51.724137931034484,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,BANTUL,Perempuan,during_covid,dosis_2,26,10,36,72.22222222222221,27.77777777777778,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,BANTUL,Perempuan,before_covid,dosis_3,0,1,1,0.0,100.0,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,BANTUL,Perempuan,during_covid,dosis_3,24,22,46,52.17391304347826,47.82608695652174,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,GUNUNG KIDUL,unknown,during_covid,HB 0 & BCG,5,0,5,100.0,0.0,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,GUNUNG KIDUL,unknown,before_covid,MR 1 & 2,2,2,4,50.0,50.0,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,GUNUNG KIDUL,unknown,before_covid,booster,0,3,3,0.0,100.0,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,GUNUNG KIDUL,unknown,during_covid,dosis_1,4,1,5,80.0,20.0,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,GUNUNG KIDUL,unknown,before_covid,dosis_2,0,1,1,0.0,100.0,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,GUNUNG KIDUL,unknown,during_covid,dosis_2,6,6,12,50.0,50.0,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,GUNUNG KIDUL,unknown,before_covid,dosis_3,0,2,2,0.0,100.0,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,GUNUNG KIDUL,unknown,during_covid,dosis_3,2,10,12,16.666666666666664,83.33333333333334,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,KOTA YOGYAKARTA,Perempuan,during_covid,MR 1 & 2,1,0,1,100.0,0.0,2020-12-27,urban,156,during_covid,2020-12
2,2020-W53,KULON PROGO,Laki-laki,during_covid,HB 0 & BCG,2,0,2,100.0,0.0,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,KULON PROGO,Laki-laki,during_covid,MR 1 & 2,0,1,1,0.0,100.0,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,KULON PROGO,Laki-laki,before_covid,booster,0,1,1,0.0,100.0,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,KULON PROGO,Laki-laki,during_covid,dosis_2,2,0,2,100.0,0.0,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,KULON PROGO,Perempuan,during_covid,MR 1 & 2,2,0,2,100.0,0.0,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,KULON PROGO,Perempuan,during_covid,dosis_2,2,0,2,100.0,0.0,2020-12-27,rural,156,during_covid,2020-12
2,2020-W53,SLEMAN,Laki-laki,during_covid,HB 0 & BCG,3,0,3,100.0,0.0,2020-12-27,urban,156,during_covid,2020-12
2,2020-W53,SLEMAN,Laki-laki,before_covid,MR 1 & 2,1,3,4,25.0,75.0,2020-12-27,urban,156,during_covid,2020-12
2,2020-W53,SLEMAN,Laki-laki,before_covid,booster,0,4,4,0.0,100.0,2020-12-27,urban,156,during_covid,2020-12
2,2020-W53,SLEMAN,Laki-laki,during_covid,dosis_1,4,0,4,100.0,0.0,2020-12-27,urban,156,during_covid,2020-12
2,2020-W53,SLEMAN,Laki-laki,during_covid,dosis_2,2,1,3,66.66666666666666,33.33333333333333,2020-12-27,urban,156,during_covid,2020-12
2,2020-W53,SLEMAN,Laki-laki,during_covid,dosis_3,0,2,2,0.0,100.0,2020-12-27,urban,156,during_covid,2020-12
2,2020-W53,SLEMAN,Perempuan,before_covid,MR 1 & 2,0,4,4,0.0,100.0,2020-12-27,urban,156,during_covid,2020-12
2,2020-W53,SLEMAN,Perempuan,before_covid,booster,0,3,3,0.0,100.0,2020-12-27,urban,156,during_covid,2020-12
2,2020-W53,SLEMAN,Perempuan,during_covid,dosis_1,4,4,8,50.0,50.0,2020-12-27,urban,156,during_covid,2020-12
2,2020-W53,SLEMAN,Perempuan,during_covid,dosis_2,8,1,9,88.88888888888889,11.11111111111111,2020-12-27,urban,156,during_covid,2020-12
2,2020-W53,SLEMAN,Perempuan,before_covid,dosis_3,0,1,1,0.0,100.0,2020-12-27,urban,156,during_covid,2020-12
2,2020-W53,SLEMAN,Perempuan,during_covid,dosis_3,1,2,3,33.33333333333333,66.66666666666666,2020-12-27,urban,156,during_covid,2020-12
2,2021-W01,BANTUL,Laki-laki,before_covid,MR 1 & 2,5,7,12,41.66666666666667,58.333333333333336,2021-01-03,rural,157,during_covid,2021-01
2,2021-W01,BANTUL,Laki-laki,during_covid,MR 1 & 2,1,12,13,7.6923076923076925,92.3076923076923,2021-01-03,rural,157,during_covid,2021-01
2,2021-W01,BANTUL,Laki-laki,before_covid,booster,2,4,6,33.33333333333333,66.66666666666666,2021-01-03,rural,157,during_covid,2021-01
2,2021-W01,BANTUL,Laki-laki,during_covid,dosis_2,43,15,58,74.13793103448276,25.862068965517242,2021-01-03,rural,157,during_covid,2021-01
2,2021-W01,BANTUL,Laki-laki,before_covid,dosis_3,0,1,1,0.0,100.0,2021-01-03,rural,157,during_covid,2021-01
2,2021-W01,BANTUL,Laki-laki,during_covid,dosis_3,27,14,41,65.85365853658537,34.146341463414636,2021-01-03,rural,157,during_covid,2021-01
2,2021-W01,BANTUL,Perempuan,before_covid,MR 1 & 2,4,4,8,50.0,50.0,2021-01-03,rural,157,during_covid,2021-01
2,2021-W01,BANTUL,Perempuan,during_covid,MR 1 & 2,0,12,12,0.0,100.0,2021-01-03,rural,157,during_covid,2021-01
2,2021-W01,BANTUL,Perempuan,before_covid,booster,2,5,7,28.57142857142857,71.42857142857143,2021-01-03,rural,157,during_covid,2021-01
2,2021-W01,BANTUL,Perempuan,during_covid,dosis_2,39,6,45,86.66666666666667,13.333333333333334,2021-01-03,rural,157,during_covid,2021-01
2,2021-W01,BANTUL,Perempuan,during_covid,dosis_3,22,19,41,53.65853658536586,46.34146341463415,2021-01-03,rural,157,during_covid,2021-01
2,2021-W01,GUNUNG KIDUL,Laki-laki,during_covid,dosis_2,0,1,1,0.0,100.0,2021-01-03,rural,157,during_covid,2021-01
2,2021-W01,GUNUNG KIDUL,unknown,during_covid,HB 0 & BCG,1,0,1,100.0,0.0,2021-01-03,rural,157,during_covid,2021-01
2,2021-W01,GUNUNG KIDUL,unknown,before_covid,MR 1 & 2,0,5,5,0.0,100.0,2021-01-03,rural,157,during_covid,2021-01
2,2021-W01,GUNUNG KIDUL,unknown,before_covid,booster,0,5,5,0.0,100.0,2021-01-03,rural,157,during_covid,2021-01
2,2021-W01,GUNUNG KIDUL,unknown,during_covid,dosis_1,2,5,7,28.57142857142857,71.42857142857143,2021-01-03,rural,157,during_covid,2021-01
2,2021-W01,GUNUNG KIDUL,unknown,before_covid,dosis_2,0,1,1,0.0,100.0,2021-01-03,rural,157,during_covid,2021-01
2,2021-W01,GUNUNG KIDUL,unknown,during_covid,dosis_2,0,2,2,0.0,100.0,2021-01-03,rural,157,during_covid,2021-01
2,2021-W01,GUNUNG KIDUL,unknown,during_covid,dosis_3,2,1,3,66.66666666666666,33.33333333333333,2021-01-03,rural,157,during_covid,2021-01
2,2021-W01,KOTA YOGYAKARTA,Laki-laki,during_covid,dosis_1,2,2,4,50.0,50.0,2021-01-03,urban,157,during_covid,2021-01
2,2021-W01,KOTA YOGYAKARTA,Laki-laki,during_covid,dosis_2,2,0,2,100.0,0.0,2021-01-03,urban,157,during_covid,2021-01
2,2021-W01,KOTA YOGYAKARTA,Laki-laki,during_covid,dosis_3,1,0,1,100.0,0.0,2021-01-03,urban,157,during_covid,2021-01
2,2021-W01,KOTA YOGYAKARTA,Perempuan,before_covid,MR 1 & 2,0,1,1,0.0,100.0,2021-01-03,urban,157,during_covid,2021-01
2,2021-W01,KOTA YOGYAKARTA,Perempuan,during_covid,dosis_1,3,0,3,100.0,0.0,2021-01-03,urban,157,during_covid,2021-01
2,2021-W01,KULON PROGO,Laki-laki,during_covid,MR 1 & 2,0,1,1,0.0,100.0,2021-01-03,rural,157,during_covid,2021-01
2,2021-W01,KULON PROGO,Laki-laki,before_covid,booster,0,1,1,0.0,100.0,2021-01-03,rural,157,during_covid,2021-01
2,2021-W01,KULON PROGO,Laki-laki,during_covid,dosis_3,4,0,4,100.0,0.0,2021-01-03,rural,157,during_covid,2021-01
2,2021-W01,KULON PROGO,Perempuan,during_covid,HB 0 & BCG,0,1,1,0.0,100.0,2021-01-03,rural,157,during_covid,2021-01
2,2021-W01,KULON PROGO,Perempuan,before_covid,MR 1 & 2,0,1,1,0.0,100.0,2021-01-03,rural,157,during_covid,2021-01
2,2021-W01,KULON PROGO,Perempuan,during_covid,dosis_1,0,2,2,0.0,100.0,2021-01-03,rural,157,during_covid,2021-01
2,2021-W01,SLEMAN,Laki-laki,during_covid,HB 0 & BCG,4,0,4,100.0,0.0,2021-01-03,urban,157,during_covid,2021-01
2,2021-W01,SLEMAN,Laki-laki,before_covid,MR 1 & 2,1,0,1,100.0,0.0,2021-01-03,urban,157,during_covid,2021-01
2,2021-W01,SLEMAN,Laki-laki,during_covid,MR 1 & 2,1,0,1,100.0,0.0,2021-01-03,urban,157,during_covid,2021-01
2,2021-W01,SLEMAN,Laki-laki,during_covid,dosis_1,6,2,8,75.0,25.0,2021-01-03,urban,157,during_covid,2021-01
2,2021-W01,SLEMAN,Laki-laki,during_covid,dosis_3,4,2,6,66.66666666666666,33.33333333333333,2021-01-03,urban,157,during_covid,2021-01
2,2021-W01,SLEMAN,Perempuan,during_covid,HB 0 & BCG,3,0,3,100.0,0.0,2021-01-03,urban,157,during_covid,2021-01
2,2021-W01,SLEMAN,Perempuan,during_covid,MR 1 & 2,1,0,1,100.0,0.0,2021-01-03,urban,157,during_covid,2021-01
2,2021-W01,SLEMAN,Perempuan,before_covid,booster,0,2,2,0.0,100.0,2021-01-03,urban,157,during_covid,2021-01
2,2021-W01,SLEMAN,Perempuan,during_covid,dosis_2,2,2,4,50.0,50.0,2021-01-03,urban,157,during_covid,2021-01
2,2021-W01,SLEMAN,Perempuan,during_covid,dosis_3,1,2,3,33.33333333333333,66.66666666666666,2021-01-03,urban,157,during_covid,2021-01
2,2021-W02,BANTUL,Laki-laki,during_covid,HB 0 & BCG,1,0,1,100.0,0.0,2021-01-10,rural,158,during_covid,2021-01
2,2021-W02,BANTUL,Laki-laki,before_covid,MR 1 & 2,0,6,6,0.0,100.0,2021-01-10,rural,158,during_covid,2021-01
2,2021-W02,BANTUL,Laki-laki,during_covid,MR 1 & 2,3,16,19,15.789473684210526,84.21052631578947,2021-01-10,rural,158,during_covid,2021-01
2,2021-W02,BANTUL,Laki-laki,before_covid,booster,0,6,6,0.0,100.0,2021-01-10,rural,158,during_covid,2021-01
2,2021-W02,BANTUL,Laki-laki,during_covid,booster,0,7,7,0.0,100.0,2021-01-10,rural,158,during_covid,2021-01
2,2021-W02,BANTUL,Laki-laki,during_covid,dosis_1,22,7,29,75.86206896551724,24.137931034482758,2021-01-10,rural,158,during_covid,2021-01
2,2021-W02,BANTUL,Laki-laki,during_covid,dosis_2,35,12,47,74.46808510638297,25.53191489361702,2021-01-10,rural,158,during_covid,2021-01
2,2021-W02,BANTUL,Laki-laki,before_covid,dosis_3,0,3,3,0.0,100.0,2021-01-10,rural,158,during_covid,2021-01
2,2021-W02,BANTUL,Laki-laki,during_covid,dosis_3,43,25,68,63.23529411764706,36.76470588235294,2021-01-10,rural,158,during_covid,2021-01
2,2021-W02,BANTUL,Perempuan,during_covid,HB 0 & BCG,1,0,1,100.0,0.0,2021-01-10,rural,158,during_covid,2021-01
2,2021-W02,BANTUL,Perempuan,before_covid,MR 1 & 2,0,8,8,0.0,100.0,2021-01-10,rural,158,during_covid,2021-01
2,2021-W02,BANTUL,Perempuan,during_covid,MR 1 & 2,2,18,20,10.0,90.0,2021-01-10,rural,158,during_covid,2021-01
2,2021-W02,BANTUL,Perempuan,before_covid,booster,0,10,10,0.0,100.0,2021-01-10,rural,158,during_covid,2021-01
2,2021-W02,BANTUL,Perempuan,during_covid,booster,0,5,5,0.0,100.0,2021-01-10,rural,158,during_covid,2021-01
2,2021-W02,BANTUL,Perempuan,during_covid,dosis_1,23,0,23,100.0,0.0,2021-01-10,rural,158,during_covid,2021-01
2,2021-W02,BANTUL,Perempuan,during_covid,dosis_2,41,10,51,80.3921568627451,19.607843137254903,2021-01-10,rural,158,during_covid,2021-01
2,2021-W02,BANTUL,Perempuan,during_covid,dosis_3,25,22,47,53.191489361702125,46.808510638297875,2021-01-10,rural,158,during_covid,2021-01
2,2021-W02,GUNUNG KIDUL,unknown,during_covid,HB 0 & BCG,3,1,4,75.0,25.0,2021-01-10,rural,158,during_covid,2021-01
2,2021-W02,GUNUNG KIDUL,unknown,before_covid,MR 1 & 2,0,3,3,0.0,100.0,2021-01-10,rural,158,during_covid,2021-01
2,2021-W02,GUNUNG KIDUL,unknown,before_covid,booster,0,2,2,0.0,100.0,2021-01-10,rural,158,during_covid,2021-01
2,2021-W02,GUNUNG KIDUL,unknown,during_covid,dosis_1,5,2,7,71.42857142857143,28.57142857142857,2021-01-10,rural,158,during_covid,2021-01
2,2021-W02,GUNUNG KIDUL,unknown,during_covid,dosis_2,4,3,7,57.14285714285714,42.857142857142854,2021-01-10,rural,158,during_covid,2021-01
2,2021-W02,GUNUNG KIDUL,unknown,during_covid,dosis_3,4,8,12,33.33333333333333,66.66666666666666,2021-01-10,rural,158,during_covid,2021-01
2,2021-W02,KOTA YOGYAKARTA,Laki-laki,before_covid,booster,0,1,1,0.0,100.0,2021-01-10,urban,158,during_covid,2021-01
2,2021-W02,KOTA YOGYAKARTA,Laki-laki,during_covid,dosis_3,2,0,2,100.0,0.0,2021-01-10,urban,158,during_covid,2021-01
2,2021-W02,KOTA YOGYAKARTA,Perempuan,before_covid,MR 1 & 2,0,1,1,0.0,100.0,2021-01-10,urban,158,during_covid,2021-01
2,2021-W02,KOTA YOGYAKARTA,Perempuan,during_covid,dosis_1,0,2,2,0.0,100.0,2021-01-10,urban,158,during_covid,2021-01
2,2021-W02,KOTA YOGYAKARTA,Perempuan,before_covid,dosis_2,0,1,1,0.0,100.0,2021-01-10,urban,158,during_covid,2021-01
2,2021-W02,KULON PROGO,Laki-laki,during_covid,HB 0 & BCG,1,0,1,100.0,0.0,2021-01-10,rural,158,during_covid,2021-01
2,2021-W02,KULON PROGO,Laki-laki,before_covid,booster,0,1,1,0.0,100.0,2021-01-10,rural,158,during_covid,2021-01
2,2021-W02,KULON PROGO,Laki-laki,during_covid,dosis_1,4,0,4,100.0,0.0,2021-01-10,rural,158,during_covid,2021-01
2,2021-W02,KULON PROGO,Laki-laki,during_covid,dosis_3,2,2,4,50.0,50.0,2021-01-10,rural,158,during_covid,2021-01
2,2021-W02,KULON PROGO,Perempuan,during_covid,HB 0 & BCG,1,0,1,100.0,0.0,2021-01-10,rural,158,during_covid,2021-01
2,2021-W02,SLEMAN,Laki-laki,during_covid,HB 0 & BCG,4,1,5,80.0,20.0,2021-01-10,urban,158,during_covid,2021-01
2,2021-W02,SLEMAN,Laki-laki,before_covid,MR 1 & 2,0,3,3,0.0,100.0,2021-01-10,urban,158,during_covid,2021-01
2,2021-W02,SLEMAN,Laki-laki,during_covid,MR 1 & 2,0,2,2,0.0,100.0,2021-01-10,urban,158,during_covid,2021-01
2,2021-W02,SLEMAN,Laki-laki,before_covid,booster,0,3,3,0.0,100.0,2021-01-10,urban,158,during_covid,2021-01
2,2021-W02,SLEMAN,Laki-laki,during_covid,dosis_1,2,2,4,50.0,50.0,2021-01-10,urban,158,during_covid,2021-01
2,2021-W02,SLEMAN,Laki-laki,during_covid,dosis_2,5,2,7,71.42857142857143,28.57142857142857,2021-01-10,urban,158,during_covid,2021-01
2,2021-W02,SLEMAN,Laki-laki,before_covid,dosis_3,0,1,1,0.0,100.0,2021-01-10,urban,158,during_covid,2021-01
2,2021-W02,SLEMAN,Laki-laki,during_covid,dosis_3,4,4,8,50.0,50.0,2021-01-10,urban,158,during_covid,2021-01
2,2021-W02,SLEMAN,Perempuan,during_covid,HB 0 & BCG,3,0,3,100.0,0.0,2021-01-10,urban,158,during_covid,2021-01
